7	01101100011101	
8	1010011	
9	11110	
10	001101	
11	010100	
12	11111	
13	11011	
14	10101	
15	000111	
16	100000	
17	1000101	
18	01110110	
19	11101100	
20	000101010	
21	010111111	
22	101001011	
23	101001001	
24	101110101	
25	110101011	
26	110010001	
27	100110010	
28	0001000110	
29	101001010	
30	111011101	
31	0011101011	
32	110010000	
33	111011100	
34	0010101000	
35	101100110	
36	0001010110	
37	110001010	
38	110010011	
39	110101010	
40	0010101011	
41	0001000101	
42	0011100001	
43	101100100	
44	0110110000	
45	1000110000	
46	0101100001	
47	0011100011	
48	0111011101	
49	0101111101	
50	1000100010	
51	0111011100	
52	1100010110	
53	0111101001	
54	0100111100	
55	0110110111	
56	1000100011	
57	0101111100	
58	0001000111	
59	0011100000	
60	0110010111	
61	0101100000	
62	0011101111	
63	0001000100	
64	0001000001	
65	0011101010	
66	0110110110	
67	1000100001	
68	0110110101	
69	1000100000	
70	00101010100	
71	1001100110	
72	1010010000	
73	00010000101	
74	0110110100	
75	1011101001	
76	1011001010	
77	01001111011	
78	1110110100	
79	1011101000	
80	1100010011	
81	00000110101	
82	0111101000	
83	1011001111	
84	0110010110	
85	0110010101	
86	0111011111	
87	1001101101	
88	0010101001	
89	111011011	
90	0001000000	
91	0011101101	
92	100110111	
93	0011100010	
94	110001000	
95	0001000011	
96	100011001	
97	011011001	
98	010110001	
99	010011111	
100	000001000	
101	001110100	
102	000001100	
103	000001001	
104	10011000	
105	10111011	
106	11010100	
107	10011010	
108	01111011	
109	10001001	
110	01110001	
111	01110000	
112	01100100	
113	00111001	
114	01001101	
115	01011001	
116	01011110	
117	01001110	
118	01001100	
119	00101000	
120	00101011	
121	00010100	
122	00001111	
123	00001110	
124	00000011	
125	00000101	
126	1011110	
127	1110011	
128	1100101	
129	1011011	
130	1010001	
131	1011010	
132	1011000	
133	1011111	
134	1011100	
135	1110001	
136	00000010	
137	1100000	
138	1101011	
139	00001001	
140	00001000	
141	00000111	
142	1110010	
143	1110000	
144	1100001	
145	1100011	
146	1000111	
147	0111010	
148	0111001	
149	0111100	
150	0100010	
151	0101101	
152	0101110	
153	0110011	
154	0110111	
155	0010011	
156	0100011	
157	0010010	
158	111010	
159	110100	
160	100111	
161	100101	
162	001111	
163	010101	
164	010000	
165	010010	
166	011000	
167	100001	
168	011111	
169	100100	
170	110011	
171	0000000	
172	0000110	
173	0001100	
174	0001101	
175	0011000	
176	0010001	
177	0010000	
178	0001001	
179	0011001	
180	0001011	
181	0000101	
182	0010111	
183	0010110	
184	0110101	
185	0110100	
186	1010000	
187	00101001	
188	10001101	
189	11101111	
190	011110101	
191	0011101100	
192	0001010111	
193	1100100101	
194	1100010010	
195	1100100100	
196	00000110100	
197	01100101000	
198	10100100010	
199	01101100010	
200	01110111100	
201	001110111001	
202	11000101110	
203	10001100011	
204	010011110101	
205	10110011101	
206	011011000110	
207	000100001000	
208	001110111000	
209	000100001001	
210	001010101011	
211	0000011011001	
212	101100101101	
213	10110011100	
214	11000101111	
215	010011110100	
216	100110110011	
217	0110110001111	
218	0011101110111	
219	0011101110110	
220	100110110010	
221	100011000100	
222	011101111010	
223	001010101010	
224	100110110001	
225	000001101111	
226	100110110000	
227	101100101100	
228	100110011111	
229	011101111011	
230	100110011110	
231	0000011011000	
232	0011101110101	
233	011001010011	
234	0011101110100	
235	100110011101	
236	011001010010	
237	111011010111	
238	10110010111	
239	000001101110	
240	000001101101	
241	100110011100	
242	111011010110	
243	1110110101010	
244	1010010001100	
245	101001000110100	
246	01101100011100	
247	1000110001011	
248	1000110001010	
249	111011010100	
250	101001000111	
251	1110110101011	
252	10100100011011	
253	101001000110101	
